web-scraper-order,web-scraper-start-url,liens,liens-href,marque_model,annee,kilometrage,boite de vitesse,carburant,prix,reference,adresse de vente,proprietaire
"1720701788-1016","https://dakar-auto.com/senegal/voitures-4?&page=50","7","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/nissan/sentra/annonce-137779","Nissan Sentra 2013 Dakar","Année: 2013","88799 km","Automatique","Essence","4 250 000 F CFA","Ref.: 137779","Keur Massar","GSolution Automobile"
"1720701790-1017","https://dakar-auto.com/senegal/voitures-4?&page=50","4","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/toyota/rav4/annonce-137780","Toyota RAV4 2016 Dakar","Année: 2016","60000 km","Automatique","Essence","11 300 000 F CFA","Ref.: 137780","Keur Massar","GSolution Automobile"
"1720701793-1018","https://dakar-auto.com/senegal/voitures-4?&page=50","9","https://dakar-auto.com/senegal/voitures/neuf/4x4s-and-suv/kia/sorento/annonce-137781","Kia Sorento 2017 Dakar","Année: 2017","62000 km","Automatique","Essence","12 700 000 F CFA","Ref.: 137781","Keur Massar","GSolution Automobile"
"1720701799-1019","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137783","Ford Edge 2016 Dakar","Année: 2016","85000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 137783","Grand-Yoff","cheikhouna mbacke"
"1720701802-1020","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/kia/sorento/annonce-137784","Kia Sorento 2014 Dakar","Année: 2014","73000 km","Automatique","Essence","8 000 000 F CFA","Ref.: 137784","Grand-Yoff","cheikhouna mbacke"
"1720701804-1021","https://dakar-auto.com/senegal/voitures-4?&page=49","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/peugeot/peugeot-2008/annonce-137785","Peugeot peugeot-2008 2020 Dakar","Année: 2020","23000 km","Manuelle","Essence","16 000 000 F CFA","Ref.: 137785","Sicap Foire","cheikhouna mbacke"
"1720701807-1022","https://dakar-auto.com/senegal/voitures-4?&page=49","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137786","Mitsubishi Pajero 2014 Dakar","Année: 2014","85000 km","Automatique","Essence","14 000 000 F CFA","Ref.: 137786","Almadies","Amadou Ndiaye"
"1720701810-1023","https://dakar-auto.com/senegal/voitures-4?&page=49","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137787","Ford Focus 2014 Dakar","Année: 2014","184000 km","Automatique","Essence","4 300 000 F CFA","Ref.: 137787","Sicap Sacré Coeur","A-T Auto"
"1720701813-1024","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chevrolet/cruze/annonce-137793","Chevrolet Cruze 2014 Dakar","Année: 2014","73000 km","Manuelle","Essence","4 950 000 F CFA","Ref.: 137793","Biscuiterie","Pape Alioune Ndiaye"
"1720701816-1025","https://dakar-auto.com/senegal/voitures-4?&page=49","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/c-hr/annonce-137792","Toyota C-hr 2018 Dakar","Année: 2018","124000 km","Automatique","Essence","18 500 000 F CFA","Ref.: 137792","Cité Keur gorgui","Mr SERIGNE"
"1720701819-1026","https://dakar-auto.com/senegal/voitures-4?&page=49","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/prado/annonce-137790","Toyota Prado 2007 Dakar","Année: 2007","1 km","Automatique","Diesel","6 500 000 F CFA","Ref.: 137790","Golf","Mashallah BC"
"1720701822-1027","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/peugeot/308/annonce-137788","Peugeot 308 2016 Dakar","Année: 2016","120000 km","Manuelle","Essence","3 200 000 F CFA","Ref.: 137788","Gueule-Tapée, Fass, Colobane","Djim CISSE"
"1720701825-1028","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/bmw/x5/annonce-137674","Bmw X5 2019 Dakar","Année: 2019","43000 km","Automatique","Essence","49 000 000 F CFA","Ref.: 137674","Sicap Sacré Coeur","BARAKA AUTOMOBILE"
"1720701828-1029","https://dakar-auto.com/senegal/voitures-4?&page=49","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137803","Hyundai Tucson 2007 Dakar","Année: 2007","152000 km","Manuelle","Diesel","2 200 000 F CFA","Ref.: 137803","Pikine Nord","Cheikh Beye"
"1720701833-1030","https://dakar-auto.com/senegal/voitures-4?&page=49","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr-se/annonce-137801","Mitsubishi RVR-SE 2011 Dakar","Année: 2011","150000 km","Manuelle","Essence","5 000 000 F CFA","Ref.: 137801","Guédiawaye","Ass Faya"
"1720701836-1031","https://dakar-auto.com/senegal/voitures-4?&page=49","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/nissan/rogue/annonce-137800","Nissan ROGUE 2016 Dakar","Année: 2016","1 km","Automatique","Essence","11 000 000 F CFA","Ref.: 137800","Hann Maristes","Alassane Sylla"
"1720701839-1032","https://dakar-auto.com/senegal/voitures-4?&page=49","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/explorer/annonce-137799","Ford Explorer 2015 Dakar","Année: 2015","1 km","Automatique","Essence","14 500 000 F CFA","Ref.: 137799","Hann Maristes","Alassane Sylla"
"1720701842-1033","https://dakar-auto.com/senegal/voitures-4?&page=49","3","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137798","Ford Focus 2017 Dakar","Année: 2017","1 km","Automatique","Essence","7 500 000 F CFA","Ref.: 137798","Hann Maristes","Alassane Sylla"
"1720701845-1034","https://dakar-auto.com/senegal/voitures-4?&page=49","2","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137797","Ford Edge 2016 Dakar","Année: 2016","1 km","Automatique","Essence","13 000 000 F CFA","Ref.: 137797","Hann Maristes","Alassane Sylla"
"1720701848-1035","https://dakar-auto.com/senegal/voitures-4?&page=49","1","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/explorer/annonce-137796","Ford Explorer 2014 Dakar","Année: 2014","180000 km","Automatique","Essence","12 000 000 F CFA","Ref.: 137796","Hann Maristes","Alassane Sylla"
"1720701851-1036","https://dakar-auto.com/senegal/voitures-4?&page=49","5","https://dakar-auto.com/senegal/voitures/occasion/citadines/renault/clio/annonce-137794","Renault Clio 2015 Dakar","Année: 2015","80000 km","Automatique","Essence","5 500 000 F CFA","Ref.: 137794","Point-E","Said Benjelloun"
"1720701856-1037","https://dakar-auto.com/senegal/voitures-4?&page=49","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mercedes/classe-gle/annonce-137805","Mercedes Classe GLE 2021 Dakar","Année: 2021","16000 km","Automatique","Essence","89 000 000 F CFA","Ref.: 137805","Yoff","Golden CARS"
"1720701859-1038","https://dakar-auto.com/senegal/voitures-4?&page=49","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/escape-se/annonce-137804","Ford ESCAPE-SE 2014 Dakar","Année: 2014","101000 km","Automatique","Essence","7 000 000 F CFA","Ref.: 137804","Mamelles","Eagle Vision"
"1720701864-1039","https://dakar-auto.com/senegal/voitures-4?&page=48","4","https://dakar-auto.com/senegal/voitures/occasion/camion-and-bus/renault/captur/annonce-137807","Renault Captur 1999 Dakar","Année: 1999","1765900 km","Manuelle","Diesel","25 000 000 F CFA","Ref.: 137807","Sam-Notaire","Youssou Diagne"
"1720701867-1040","https://dakar-auto.com/senegal/voitures-4?&page=48","4","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/citroen/xsara/annonce-137808","Citroen Xsara 2008 Dakar","Année: 2008","200000 km","Manuelle","Diesel","2 400 000 F CFA","Ref.: 137808","Mboro","Monsieur Dieng"
"1720701870-1041","https://dakar-auto.com/senegal/voitures-4?&page=48","7","https://dakar-auto.com/senegal/voitures/occasion/citadines/dodge/avenger/annonce-137810","Dodge Avenger 2014 Dakar","Année: 2014","120000 km","Automatique","Essence","5 000 000 F CFA","Ref.: 137810","Parcelles Assainies","Pape oumar Faye"
"1720701873-1042","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/kia/optima/annonce-137813","Kia Optima 2013 Dakar","Année: 2013","1 km","Automatique","Essence","4 500 000 F CFA","Ref.: 137813","Cité Avion","Thiam Teranga"
"1720701876-1043","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mercedes/classe-gle/annonce-137814","Mercedes Classe GLE 2021 Dakar","Année: 2021","35000 km","Automatique","Essence","95 500 000 F CFA","Ref.: 137814","Sicap Sacré Coeur","DAKAR LUXURY CARS"
"1720701879-1044","https://dakar-auto.com/senegal/voitures-4?&page=48","6","https://dakar-auto.com/senegal/voitures/occasion/citadines/peugeot/308/annonce-137815","Peugeot 308 2014 Dakar","Année: 2014","121000 km","Automatique","Essence","5 700 000 F CFA","Ref.: 137815","Pikine Nord","Mabou MEDICAL"
"1720701881-1045","https://dakar-auto.com/senegal/voitures-4?&page=48","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/chevrolet/equinox/annonce-137816","Chevrolet Equinox 2013 Dakar","Année: 2013","90000 km","Automatique","Essence","4 300 000 F CFA","Ref.: 137816","Mermoz Sacré-Coeur","Tawfekh Automobile"
"1720701884-1046","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137817","Hyundai Sonata 2016 Dakar","Année: 2016","100000 km","Automatique","Essence","6 500 000 F CFA","Ref.: 137817","Cité Avion","Psk Automobil"
"1720701887-1047","https://dakar-auto.com/senegal/voitures-4?&page=48","5","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/nissan/altima/annonce-137818","Nissan Altima 2015 Dakar","Année: 2015","100000 km","Automatique","Essence","5 500 000 F CFA","Ref.: 137818","Mermoz Sacré-Coeur","SENAUPRIX"
"1720701890-1048","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav-4/annonce-137819","Toyota Rav 4 2021 Dakar","Année: 2021","6000 km","Automatique","Essence","30 000 000 F CFA","Ref.: 137819","Almadies","Golden CARS"
"1720701893-1049","https://dakar-auto.com/senegal/voitures-4?&page=48","7","https://dakar-auto.com/senegal/voitures/occasion/citadines/bmw/320i/annonce-137822","Bmw 320i 2013 Dakar","Année: 2013","85600 km","Automatique","Essence","3 500 000 F CFA","Ref.: 137822","Hann Maristes","JOHNNY APANDA MBONGOTE"
"1720701896-1050","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137828","Hyundai Tucson 2017 Dakar","Année: 2017","12000 km","Automatique","Essence","13 300 000 F CFA","Ref.: 137828","Almadies","Psk Automobil"
"1720701898-1051","https://dakar-auto.com/senegal/voitures-4?&page=48","4","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137827","Ford Edge 2015 Dakar","Année: 2015","174563 km","Automatique","Essence","7 900 000 F CFA","Ref.: 137827","Hann Maristes","Mr ELA"
"1720701901-1052","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/ford/focus/annonce-137826","Ford Focus 2014 Dakar","Année: 2014","184000 km","Automatique","Essence","4 600 000 F CFA","Ref.: 137826","Sicap Sacré Coeur","A-T Auto"
"1720701904-1053","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/prado/annonce-137825","Toyota Prado 2015 Dakar","Année: 2015","92000 km","Automatique","Essence","33 000 000 F CFA","Ref.: 137825","Gueule-Tapée, Fass, Colobane","Serigne Modou BOUSSOU"
"1720701907-1054","https://dakar-auto.com/senegal/voitures-4?&page=48","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137824","Ford Edge 2016 Dakar","Année: 2016","90000 km","Automatique","Essence","13 000 000 F CFA","Ref.: 137824","VDN","BAGHDAD AUTOMOBILE"
"1720701910-1055","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137823","Hyundai Tucson 2015 Dakar","Année: 2015","117000 km","Automatique","Diesel","9 000 000 F CFA","Ref.: 137823","Sicap Sacré Coeur","A-T Auto"
"1720701913-1056","https://dakar-auto.com/senegal/voitures-4?&page=48","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/c-hr/annonce-137831","Toyota C-hr 2018 Dakar","Année: 2018","115000 km","Automatique","Essence","18 500 000 F CFA","Ref.: 137831","Gueule-Tapée, Fass, Colobane","Mouhamed AGNE"
"1720701916-1057","https://dakar-auto.com/senegal/voitures-4?&page=48","10","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/kia/soul/annonce-137830","Kia Soul 2014 Dakar","Année: 2014","120000 km","Automatique","Essence","4 500 000 F CFA","Ref.: 137830","Almadies","Golden CARS"
"1720701919-1058","https://dakar-auto.com/senegal/voitures-4?&page=48","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/santa-fe/annonce-137829","Hyundai Santa Fe 2014 Dakar","Année: 2014","1 km","Automatique","Essence","10 000 000 F CFA","Ref.: 137829","Sicap Sacré Coeur","Mamadou LAM"
"1720701924-1059","https://dakar-auto.com/senegal/voitures-4?&page=47","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/rvr/annonce-137842","Mitsubishi RVR 2012 Dakar","Année: 2012","130000 km","Automatique","Essence","6 200 000 F CFA","Ref.: 137842","Liberté 6","Abdou Lahat"
"1720701927-1060","https://dakar-auto.com/senegal/voitures-4?&page=47","8","https://dakar-auto.com/senegal/voitures/occasion/citadines/mercedes/ml-350/annonce-137841","Mercedes ML 350 2018 Dakar","Année: 2018","140000 km","Automatique","Essence","56 000 000 F CFA","Ref.: 137841","Cité Avion","Ndiaye prestige"
"1720701930-1061","https://dakar-auto.com/senegal/voitures-4?&page=47","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/elantra/annonce-137840","Hyundai Elantra 2013 Dakar","Année: 2013","1 km","Automatique","Essence","4 700 000 F CFA","Ref.: 137840","Liberté 6","Cheihouna Mai"
"1720701933-1062","https://dakar-auto.com/senegal/voitures-4?&page=47","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/jeep/grand-cherokee/annonce-137839","Jeep grand-cherokee 2015 Dakar","Année: 2015","1 km","Automatique","Essence","12 500 000 F CFA","Ref.: 137839","Liberté 6","Cheihouna Mai"
"1720701936-1063","https://dakar-auto.com/senegal/voitures-4?&page=47","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mercedes/classe-gle/annonce-137835","Mercedes Classe GLE 2020 Dakar","Année: 2020","46000 km","Automatique","Essence","58 000 000 F CFA","Ref.: 137835","Liberté 6","YOU CARS"
"1720701938-1064","https://dakar-auto.com/senegal/voitures-4?&page=47","7","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/toyota/rav4/annonce-137836","Toyota RAV4 2014 Dakar","Année: 2014","94234 km","Automatique","Essence","11 500 000 F CFA","Ref.: 137836","Keur Massar","Monsieur Dieye"
"1720701941-1065","https://dakar-auto.com/senegal/voitures-4?&page=47","10","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137837","Ford Edge 2015 Dakar","Année: 2015","1 km","Automatique","Essence","13 000 000 F CFA","Ref.: 137837","Liberté 6","Cheihouna Mai"
"1720701944-1066","https://dakar-auto.com/senegal/voitures-4?&page=47","9","https://dakar-auto.com/senegal/voitures/occasion/pick-ups/ford/ranger/annonce-137838","Ford Ranger 2015 Dakar","Année: 2015","63000 km","Automatique","Diesel","14 500 000 F CFA","Ref.: 137838","Gueule-Tapée, Fass, Colobane","Serigne Modou BOUSSOU"
"1720701947-1067","https://dakar-auto.com/senegal/voitures-4?&page=47","6","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137843","Ford Edge 2016 Dakar","Année: 2016","85000 km","Automatique","Essence","15 000 000 F CFA","Ref.: 137843","Hlm","Moustapha SOW"
"1720701950-1068","https://dakar-auto.com/senegal/voitures-4?&page=47","5","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/chevrolet/equinox/annonce-137847","Chevrolet Equinox 2014 Dakar","Année: 2014","1 km","Automatique","Essence","4 200 000 F CFA","Ref.: 137847","Sicap Liberté","Mme MAMI"
"1720701953-1069","https://dakar-auto.com/senegal/voitures-4?&page=47","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/mitsubishi/pajero/annonce-137848","Mitsubishi Pajero 2022 Dakar","Année: 2022","5000 km","Automatique","Essence","36 000 000 F CFA","Ref.: 137848","Liberté 6","YOU CARS"
"1720701956-1070","https://dakar-auto.com/senegal/voitures-4?&page=47","7","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/kia/rondo/annonce-137849","Kia Rondo 2016 Dakar","Année: 2016","1 km","Automatique","Essence","6 000 000 F CFA","Ref.: 137849","VDN","Mouhamed Diaw"
"1720701959-1071","https://dakar-auto.com/senegal/voitures-4?&page=47","9","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/hyundai/tucson/annonce-137850","Hyundai Tucson 2014 Dakar","Année: 2014","90000 km","Automatique","Essence","8 500 000 F CFA","Ref.: 137850","Yeumbeul Sud","Mouhamed Diaw"
"1720701961-1072","https://dakar-auto.com/senegal/voitures-4?&page=47","8","https://dakar-auto.com/senegal/voitures/occasion/4x4s-and-suv/ford/edge/annonce-137851","Ford Edge 2015 Dakar","Année: 2015","1 km","Automatique","Essence","10 000 000 F CFA","Ref.: 137851","VDN","Diagne Autos"
"1720701964-1073","https://dakar-auto.com/senegal/voitures-4?&page=47","9","https://dakar-auto.com/senegal/voitures/occasion/berlines-and-breaks/hyundai/sonata/annonce-137852","Hyundai Sonata 2012 Dakar","Année: 2012","1 km","Automatique","Essence","4 490 000 F CFA","Ref.: 137852","Almadies","HADJ AUTO PRESTIGE"
